timestamp,tx_type,received_amount,received_currency,sent_amount,sent_currency,fee,fee_currency,comment,txid,url,exchange,wallet_address
2022-10-07 00:02:26,STAKING,3.68221,BLD,,,,,claim reward in MsgWithdrawDelegatorReward,1962086BAB6E64407648F37168F5296B8223617E25ECA9D0796B5F5AA736C838-0,https://agoric.bigdipper.live/transactions/1962086BAB6E64407648F37168F5296B8223617E25ECA9D0796B5F5AA736C838,bld_blockchain,agoric1l6h6z06ty2990alapxv7v50nyxxvw9ljtlkqlt
2022-10-07 00:02:26,STAKING,0.881034,BLD,,,,,claim reward in MsgWithdrawDelegatorReward,1962086BAB6E64407648F37168F5296B8223617E25ECA9D0796B5F5AA736C838-1,https://agoric.bigdipper.live/transactions/1962086BAB6E64407648F37168F5296B8223617E25ECA9D0796B5F5AA736C838,bld_blockchain,agoric1l6h6z06ty2990alapxv7v50nyxxvw9ljtlkqlt
2022-09-24 00:45:01,STAKING,0.000018000,BLD,,,,,claim reward in MsgDelegate,CCD1008919F912BC3DF7C8A5EB7FACCBA037A55AA9B6971D19C28B8ABAA60B66-0,https://agoric.bigdipper.live/transactions/CCD1008919F912BC3DF7C8A5EB7FACCBA037A55AA9B6971D19C28B8ABAA60B66,bld_blockchain,agoric1l6h6z06ty2990alapxv7v50nyxxvw9ljtlkqlt
2022-09-24 00:44:38,STAKING,2.270179,BLD,,,,,claim reward in MsgWithdrawDelegatorReward,97D46EAE5FA11CF50B1EBD9D6DE2725D72E81984C8A087C7E080CE79B06889C3-0,https://agoric.bigdipper.live/transactions/97D46EAE5FA11CF50B1EBD9D6DE2725D72E81984C8A087C7E080CE79B06889C3,bld_blockchain,agoric1l6h6z06ty2990alapxv7v50nyxxvw9ljtlkqlt
2022-09-24 00:44:38,STAKING,0.526017,BLD,,,,,claim reward in MsgWithdrawDelegatorReward,97D46EAE5FA11CF50B1EBD9D6DE2725D72E81984C8A087C7E080CE79B06889C3-1,https://agoric.bigdipper.live/transactions/97D46EAE5FA11CF50B1EBD9D6DE2725D72E81984C8A087C7E080CE79B06889C3,bld_blockchain,agoric1l6h6z06ty2990alapxv7v50nyxxvw9ljtlkqlt
2022-09-16 00:26:53,STAKING,0.893744,BLD,,,,,claim reward in MsgWithdrawDelegatorReward,D2A9FC553BCD60F58351B2FFA2ECC36E12317554A949CFE7392DEBE68DBA906D-0,https://agoric.bigdipper.live/transactions/D2A9FC553BCD60F58351B2FFA2ECC36E12317554A949CFE7392DEBE68DBA906D,bld_blockchain,agoric1l6h6z06ty2990alapxv7v50nyxxvw9ljtlkqlt
2022-09-16 00:26:53,STAKING,0.207087,BLD,,,,,claim reward in MsgWithdrawDelegatorReward,D2A9FC553BCD60F58351B2FFA2ECC36E12317554A949CFE7392DEBE68DBA906D-1,https://agoric.bigdipper.live/transactions/D2A9FC553BCD60F58351B2FFA2ECC36E12317554A949CFE7392DEBE68DBA906D,bld_blockchain,agoric1l6h6z06ty2990alapxv7v50nyxxvw9ljtlkqlt
2022-09-16 00:26:23,_MsgVote,,,,,,,,2CB4CEB72138583960E911771D33034B71D05CF52861E28E1718FE2EB08629A2-0,https://agoric.bigdipper.live/transactions/2CB4CEB72138583960E911771D33034B71D05CF52861E28E1718FE2EB08629A2,bld_blockchain,agoric1l6h6z06ty2990alapxv7v50nyxxvw9ljtlkqlt
2022-09-12 21:48:45,STAKING,0.871919,BLD,,,,,claim reward in MsgWithdrawDelegatorReward,65F8832D8E6DE99964CB3D1F26EC147CFAE053E94A67406F221CBA5F1CAA6F0F-0,https://agoric.bigdipper.live/transactions/65F8832D8E6DE99964CB3D1F26EC147CFAE053E94A67406F221CBA5F1CAA6F0F,bld_blockchain,agoric1l6h6z06ty2990alapxv7v50nyxxvw9ljtlkqlt
2022-09-12 21:48:45,STAKING,0.000019000,BLD,,,,,claim reward in MsgWithdrawDelegatorReward,65F8832D8E6DE99964CB3D1F26EC147CFAE053E94A67406F221CBA5F1CAA6F0F-1,https://agoric.bigdipper.live/transactions/65F8832D8E6DE99964CB3D1F26EC147CFAE053E94A67406F221CBA5F1CAA6F0F,bld_blockchain,agoric1l6h6z06ty2990alapxv7v50nyxxvw9ljtlkqlt
2022-09-12 21:48:21,_MsgDelegate,,,,,,,,CA7A07DC04FE673B591DDF1C7818D37A21AAEDB32E4E48BABE4158E5BC22D29C-0,https://agoric.bigdipper.live/transactions/CA7A07DC04FE673B591DDF1C7818D37A21AAEDB32E4E48BABE4158E5BC22D29C,bld_blockchain,agoric1l6h6z06ty2990alapxv7v50nyxxvw9ljtlkqlt
2022-09-09 21:40:48,TRANSFER,245.0,BLD,,,,,[memo:crescent | hermes 1.0.0+ed4dd8...],93E3B8D95C996457BD4418C858F25F98EDC0A91933601F0306C87C3DC1EC3227-1,https://agoric.bigdipper.live/transactions/93E3B8D95C996457BD4418C858F25F98EDC0A91933601F0306C87C3DC1EC3227,bld_blockchain,agoric1l6h6z06ty2990alapxv7v50nyxxvw9ljtlkqlt
2022-09-09 21:39:48,STAKING,3.28462,BLD,,,,,claim reward in MsgWithdrawDelegatorReward,8F4C8BA3B23E67CCE638DDDE6C6EE5106AFF6353868A855A66D27192B08F1CEC-0,https://agoric.bigdipper.live/transactions/8F4C8BA3B23E67CCE638DDDE6C6EE5106AFF6353868A855A66D27192B08F1CEC,bld_blockchain,agoric1l6h6z06ty2990alapxv7v50nyxxvw9ljtlkqlt
2022-08-29 19:17:25,TRANSFER,,,245.0,BLD,,,,F63B9ACE1DFBD2FD1D374EA7D8E6A185E00274C0E4A597AB30D0A833B558A91D-0,https://agoric.bigdipper.live/transactions/F63B9ACE1DFBD2FD1D374EA7D8E6A185E00274C0E4A597AB30D0A833B558A91D,bld_blockchain,agoric1l6h6z06ty2990alapxv7v50nyxxvw9ljtlkqlt
2022-08-29 16:25:37,STAKING,4.336589,BLD,,,,,claim reward in MsgWithdrawDelegatorReward,BB4E31DFA671F802AC8F89B7F87865FA7047E9D381995E3B60674122D5193506-0,https://agoric.bigdipper.live/transactions/BB4E31DFA671F802AC8F89B7F87865FA7047E9D381995E3B60674122D5193506,bld_blockchain,agoric1l6h6z06ty2990alapxv7v50nyxxvw9ljtlkqlt
2022-08-15 22:31:44,STAKING,4.68541,BLD,,,,,claim reward in MsgWithdrawDelegatorReward,6270D19384858F9C2D49131841C37182071A5E4387AC4DEB43DDE19E75816E50-0,https://agoric.bigdipper.live/transactions/6270D19384858F9C2D49131841C37182071A5E4387AC4DEB43DDE19E75816E50,bld_blockchain,agoric1l6h6z06ty2990alapxv7v50nyxxvw9ljtlkqlt
2022-08-01 21:18:56,STAKING,2.194234,BLD,,,,,claim reward in MsgWithdrawDelegatorReward,59C0226FC9CE76D52BECBA28BFEFE472ADA064E1AA59D64EFEAA13366A1E341C-0,https://agoric.bigdipper.live/transactions/59C0226FC9CE76D52BECBA28BFEFE472ADA064E1AA59D64EFEAA13366A1E341C,bld_blockchain,agoric1l6h6z06ty2990alapxv7v50nyxxvw9ljtlkqlt
2022-07-26 09:15:27,STAKING,4.979405,BLD,,,,,claim reward in MsgWithdrawDelegatorReward,5387373E6D014BD4A67E651F2086324512FC4E4203FC90CAA9804213AE8D17CF-0,https://agoric.bigdipper.live/transactions/5387373E6D014BD4A67E651F2086324512FC4E4203FC90CAA9804213AE8D17CF,bld_blockchain,agoric1l6h6z06ty2990alapxv7v50nyxxvw9ljtlkqlt
2022-07-12 23:18:27,STAKING,0.000098000,BLD,,,,,claim reward in MsgDelegate,3B157ED6E38A7C276E3955D8B62D64A7BF4E973526B512ADEB1FBA14E87CF350-0,https://agoric.bigdipper.live/transactions/3B157ED6E38A7C276E3955D8B62D64A7BF4E973526B512ADEB1FBA14E87CF350,bld_blockchain,agoric1l6h6z06ty2990alapxv7v50nyxxvw9ljtlkqlt
2022-07-12 23:18:03,STAKING,0.000220000,BLD,,,,,claim reward in MsgBeginRedelegate,EBBA7BB750151C4DD5291A2ACAB39B47EBD34FD5C90399EBD2207E35599D4671-0,https://agoric.bigdipper.live/transactions/EBBA7BB750151C4DD5291A2ACAB39B47EBD34FD5C90399EBD2207E35599D4671,bld_blockchain,agoric1l6h6z06ty2990alapxv7v50nyxxvw9ljtlkqlt
2022-07-12 23:17:38,STAKING,0.000045000,BLD,,,,,claim reward in MsgBeginRedelegate,AABDBDCEF4D92C420E39A26131B1E902A93A164036A290E2D111BCA838D47AF7-0,https://agoric.bigdipper.live/transactions/AABDBDCEF4D92C420E39A26131B1E902A93A164036A290E2D111BCA838D47AF7,bld_blockchain,agoric1l6h6z06ty2990alapxv7v50nyxxvw9ljtlkqlt
2022-07-12 23:16:50,STAKING,3.155584,BLD,,,,,claim reward in MsgWithdrawDelegatorReward,E3A9EBA16303BB232BE001AD15209BCCCAB2BC1C05C37971EB9B7934DB29C5FC-0,https://agoric.bigdipper.live/transactions/E3A9EBA16303BB232BE001AD15209BCCCAB2BC1C05C37971EB9B7934DB29C5FC,bld_blockchain,agoric1l6h6z06ty2990alapxv7v50nyxxvw9ljtlkqlt
2022-07-12 23:16:50,STAKING,1.158955,BLD,,,,,claim reward in MsgWithdrawDelegatorReward,E3A9EBA16303BB232BE001AD15209BCCCAB2BC1C05C37971EB9B7934DB29C5FC-1,https://agoric.bigdipper.live/transactions/E3A9EBA16303BB232BE001AD15209BCCCAB2BC1C05C37971EB9B7934DB29C5FC,bld_blockchain,agoric1l6h6z06ty2990alapxv7v50nyxxvw9ljtlkqlt
